Hospital_ID,Hospital_Name,Location_Lat,Location_Lon,ICU_Beds_Total,ICU_Beds_Occupied,Traffic_Index,Ambulance_ETA_Minutes,Patient_Severity_Level,Weather_Condition
H003,Sakra Hospital,13.018755,77.644879,70,9,8,24,Low,Stormy
H001,Manipal Hospital,12.929309,77.683365,71,62,9,20,Low,Rainy
H001,Manipal Hospital,13.06143,77.687937,95,16,6,20,High,Clear
H001,Manipal Hospital,12.920131,77.774094,24,15,3,27,Medium,Foggy
H001,Manipal Hospital,12.944003,77.525536,91,9,9,22,Low,Clear
H003,Sakra Hospital,13.053119,77.597856,72,36,8,19,Low,Foggy
H001,Manipal Hospital,12.965819,77.751406,89,54,6,22,High,Stormy
H003,Sakra Hospital,12.99782,77.581784,60,49,7,20,Low,Rainy
H003,Sakra Hospital,12.959077,77.57954,94,67,3,13,Low,Clear
H001,Manipal Hospital,12.844182,77.70412,43,27,10,27,Low,Foggy
H003,Sakra Hospital,13.007012,77.655794,98,51,8,20,Medium,Stormy
H001,Manipal Hospital,12.853322,77.717473,89,43,3,9,Low,Foggy
H002,Apollo Hospital,12.904773,77.71424,59,22,10,31,Critical,Stormy
H003,Sakra Hospital,12.875329,77.574748,86,84,2,19,Medium,Stormy
H002,Apollo Hospital,12.878206,77.504758,48,6,5,4,Medium,Rainy
H001,Manipal Hospital,12.881055,77.788792,34,9,4,19,Medium,Clear
H003,Sakra Hospital,13.004782,77.666914,96,86,4,17,Low,Clear
H001,Manipal Hospital,12.883133,77.784756,30,14,5,20,Low,Rainy
H003,Sakra Hospital,12.984346,77.657618,44,24,7,18,Low,Clear
H003,Sakra Hospital,12.885637,77.500324,90,1,4,17,High,Stormy
H002,Apollo Hospital,12.910978,77.705273,62,11,8,25,Low,Foggy
H001,Manipal Hospital,12.82496,77.652328,41,23,3,26,Low,Rainy
H002,Apollo Hospital,12.833859,77.594027,67,37,8,21,Low,Stormy
H001,Manipal Hospital,12.814276,77.582821,76,70,6,12,Low,Clear
H001,Manipal Hospital,12.933886,77.66497,26,12,3,15,Low,Stormy
H003,Sakra Hospital,12.997448,77.513984,88,50,10,24,Low,Rainy
H002,Apollo Hospital,12.930967,77.646912,67,30,7,13,Low,Rainy
H002,Apollo Hospital,12.985966,77.614841,55,42,7,19,Low,Rainy
H001,Manipal Hospital,13.08984,77.78768,31,1,10,26,Low,Foggy
H002,Apollo Hospital,12.899937,77.706767,56,22,0,14,Low,Rainy
H001,Manipal Hospital,12.942556,77.647798,41,23,3,18,Low,Foggy
H001,Manipal Hospital,13.061373,77.532693,95,40,1,17,Low,Clear
H002,Apollo Hospital,13.012353,77.793872,51,8,2,19,Medium,Stormy
H001,Manipal Hospital,13.006825,77.781285,58,3,3,8,Medium,Foggy
H003,Sakra Hospital,12.918078,77.607025,64,6,6,26,Low,Rainy
H002,Apollo Hospital,12.910866,77.667698,44,39,5,19,Medium,Rainy
H003,Sakra Hospital,13.066013,77.593226,23,5,10,29,Medium,Clear
H002,Apollo Hospital,13.031995,77.590481,27,22,8,25,High,Stormy
H003,Sakra Hospital,13.083591,77.619991,25,19,8,13,Critical,Foggy
H003,Sakra Hospital,12.928279,77.563554,45,31,5,16,Low,Clear
H001,Manipal Hospital,12.915429,77.546434,38,28,4,21,Low,Stormy
H001,Manipal Hospital,12.955621,77.724716,80,34,8,26,Medium,Stormy
H003,Sakra Hospital,13.054773,77.762517,89,38,10,27,Low,Foggy
H002,Apollo Hospital,12.905972,77.670813,40,1,4,19,Low,Rainy
H003,Sakra Hospital,12.843415,77.62446,65,60,6,17,High,Clear
H003,Sakra Hospital,13.001715,77.636244,73,16,5,19,Medium,Rainy
H003,Sakra Hospital,12.959592,77.531619,64,11,3,12,Medium,Rainy
H002,Apollo Hospital,12.800788,77.556756,47,18,8,23,High,Rainy
H001,Manipal Hospital,13.084648,77.626747,72,15,7,19,Low,Foggy
H003,Sakra Hospital,12.980611,77.693905,55,43,1,15,Low,Stormy
H001,Manipal Hospital,13.099685,77.588445,74,9,6,15,Critical,Clear
H003,Sakra Hospital,13.070379,77.620085,44,42,0,18,High,Clear
H002,Apollo Hospital,13.099211,77.582957,36,22,3,19,Low,Clear
H003,Sakra Hospital,12.889086,77.689362,57,32,3,14,Medium,Stormy
H001,Manipal Hospital,12.965757,77.516408,65,57,8,16,High,Stormy
H002,Apollo Hospital,12.892213,77.741232,84,38,6,18,Low,Foggy
H003,Sakra Hospital,12.934252,77.695142,43,41,0,9,Low,Clear
H001,Manipal Hospital,13.002361,77.687146,33,12,10,15,High,Rainy
H003,Sakra Hospital,12.855925,77.607743,72,38,1,16,Medium,Foggy
H003,Sakra Hospital,12.981787,77.780683,46,3,2,21,Low,Clear
H003,Sakra Hospital,13.041723,77.678234,83,64,6,27,Low,Clear
H003,Sakra Hospital,12.846646,77.745313,79,27,0,13,High,Clear
H001,Manipal Hospital,12.936632,77.53851,63,18,6,13,Medium,Rainy
H003,Sakra Hospital,13.022406,77.521562,72,36,1,21,Low,Foggy
H003,Sakra Hospital,12.897152,77.541382,81,63,4,28,High,Clear
H002,Apollo Hospital,13.094357,77.595021,68,23,6,7,Low,Clear
H002,Apollo Hospital,12.853021,77.736802,29,18,9,20,High,Stormy
H003,Sakra Hospital,13.068041,77.670933,85,66,1,16,Medium,Rainy
H003,Sakra Hospital,12.825956,77.749188,89,39,1,16,Critical,Foggy
H003,Sakra Hospital,12.859505,77.773239,81,4,3,18,Medium,Foggy
H002,Apollo Hospital,13.013352,77.61432,56,17,10,22,Low,Clear
H003,Sakra Hospital,12.804468,77.628373,89,83,10,19,Medium,Clear
H002,Apollo Hospital,13.014171,77.678953,72,9,1,13,Critical,Rainy
H003,Sakra Hospital,12.827389,77.714586,100,95,6,22,Medium,Stormy
H002,Apollo Hospital,12.924214,77.747797,24,4,0,19,Medium,Stormy
H003,Sakra Hospital,12.958731,77.713099,66,56,2,22,High,Foggy
H002,Apollo Hospital,13.017752,77.597019,63,27,1,16,High,Foggy
H002,Apollo Hospital,12.983297,77.779915,89,64,10,25,High,Stormy
H001,Manipal Hospital,12.978931,77.621144,92,89,4,15,High,Clear
H002,Apollo Hospital,12.841159,77.534329,73,8,4,18,Low,Stormy
H003,Sakra Hospital,12.937071,77.524382,40,31,7,24,Low,Stormy
H002,Apollo Hospital,12.997809,77.63465,84,70,0,22,High,Foggy
H002,Apollo Hospital,13.006962,77.664031,47,14,10,33,High,Clear
H001,Manipal Hospital,12.973753,77.570408,62,62,8,10,Low,Clear
H002,Apollo Hospital,12.975431,77.733851,43,20,8,22,Low,Stormy
H002,Apollo Hospital,13.049721,77.768428,71,1,4,20,Medium,Rainy
H002,Apollo Hospital,13.037713,77.525536,22,17,7,19,Medium,Stormy
H001,Manipal Hospital,13.020367,77.723528,22,16,4,19,Low,Rainy
H001,Manipal Hospital,12.894625,77.551506,91,91,10,32,Low,Foggy
H002,Apollo Hospital,13.036564,77.508429,57,37,2,17,Medium,Clear
H002,Apollo Hospital,12.83192,77.682019,83,26,10,16,Low,Stormy
H002,Apollo Hospital,12.966516,77.769007,71,38,10,23,Low,Rainy
H001,Manipal Hospital,12.971157,77.602605,93,44,6,22,Low,Foggy
H002,Apollo Hospital,13.052098,77.535962,95,40,4,14,Low,Stormy
H003,Sakra Hospital,13.006662,77.719137,97,92,3,24,Low,Rainy
H003,Sakra Hospital,13.021287,77.631384,43,38,1,13,Low,Rainy
H001,Manipal Hospital,12.969815,77.502583,65,13,4,20,Medium,Foggy
H001,Manipal Hospital,12.933162,77.582377,62,43,4,23,High,Clear
H003,Sakra Hospital,12.820889,77.724807,50,15,10,25,Low,Stormy
H002,Apollo Hospital,13.007784,77.504489,61,20,1,6,Low,Stormy
H003,Sakra Hospital,13.070416,77.564455,47,7,10,20,Low,Stormy
H003,Sakra Hospital,12.947905,77.500968,20,15,2,13,Low,Clear
H002,Apollo Hospital,13.066022,77.616649,97,91,0,6,Medium,Foggy
H003,Sakra Hospital,12.950157,77.770462,100,45,4,25,Medium,Foggy
H002,Apollo Hospital,12.915725,77.572022,52,33,1,17,Low,Foggy
H002,Apollo Hospital,13.019866,77.719702,80,50,10,28,Low,Foggy
H003,Sakra Hospital,12.980208,77.674321,30,13,5,17,Medium,Foggy
H002,Apollo Hospital,12.852181,77.792746,44,34,0,13,Critical,Clear
H002,Apollo Hospital,12.818799,77.798417,35,20,7,17,Low,Foggy
H001,Manipal Hospital,12.818955,77.509614,55,29,8,22,Medium,Clear
H002,Apollo Hospital,13.004336,77.669641,91,46,6,25,Low,Clear
H001,Manipal Hospital,13.039146,77.799819,73,38,4,25,Low,Foggy
H002,Apollo Hospital,12.961907,77.782422,32,27,10,26,Low,Clear
H002,Apollo Hospital,13.001566,77.785883,75,25,2,19,Low,Foggy
H001,Manipal Hospital,12.939309,77.565802,68,60,7,17,Low,Foggy
H002,Apollo Hospital,13.026955,77.700143,74,61,10,35,Low,Foggy
H003,Sakra Hospital,12.916158,77.661939,58,27,10,26,Medium,Clear
H001,Manipal Hospital,12.978827,77.542297,51,14,2,17,Medium,Stormy
H003,Sakra Hospital,12.98781,77.705306,65,36,7,19,Low,Rainy
H002,Apollo Hospital,13.050177,77.600015,75,35,8,12,High,Stormy
H003,Sakra Hospital,12.985301,77.544526,22,20,2,23,Low,Clear
H002,Apollo Hospital,12.873314,77.501065,71,32,3,19,Low,Foggy
H002,Apollo Hospital,13.002832,77.764601,21,21,7,15,High,Rainy
H001,Manipal Hospital,13.072293,77.649201,74,17,10,28,Medium,Rainy
H001,Manipal Hospital,12.831992,77.50808,80,39,0,10,Low,Stormy
H002,Apollo Hospital,12.84489,77.595395,70,20,0,19,Medium,Foggy
H002,Apollo Hospital,13.04503,77.643417,76,61,8,28,Medium,Clear
H002,Apollo Hospital,12.863314,77.715493,57,21,4,26,High,Clear
H003,Sakra Hospital,12.917049,77.541562,68,36,8,18,Medium,Clear
H002,Apollo Hospital,13.012951,77.760498,35,18,10,34,Low,Rainy
H001,Manipal Hospital,13.007248,77.699859,22,0,4,17,Low,Stormy
H003,Sakra Hospital,12.992988,77.764739,87,75,0,13,Low,Foggy
H002,Apollo Hospital,12.823597,77.543973,75,23,2,18,Low,Clear
H002,Apollo Hospital,12.964025,77.576214,95,20,8,23,Low,Clear
H003,Sakra Hospital,13.023727,77.561858,92,47,1,22,Medium,Foggy
H003,Sakra Hospital,12.967951,77.796327,20,15,10,22,Critical,Rainy
H002,Apollo Hospital,13.087844,77.626731,77,56,7,20,Low,Foggy
H002,Apollo Hospital,13.088834,77.630565,75,69,6,25,Low,Rainy
H002,Apollo Hospital,12.830231,77.530699,47,0,6,18,Medium,Rainy
H001,Manipal Hospital,12.881256,77.637439,87,53,3,16,Low,Stormy
H002,Apollo Hospital,13.072506,77.514723,73,44,1,8,Low,Rainy
H002,Apollo Hospital,12.970365,77.783763,99,71,5,14,Low,Rainy
H001,Manipal Hospital,12.842653,77.55257,35,9,1,25,Low,Rainy
H002,Apollo Hospital,13.013298,77.51718,32,9,6,18,High,Stormy
H003,Sakra Hospital,12.850929,77.772955,81,67,6,20,Low,Stormy
H002,Apollo Hospital,13.048262,77.767412,70,65,3,10,Low,Clear
H002,Apollo Hospital,13.011553,77.712908,57,21,4,22,Critical,Stormy
H002,Apollo Hospital,13.093887,77.525008,58,25,6,27,Critical,Stormy
H002,Apollo Hospital,12.927364,77.743325,91,2,3,17,Low,Stormy
H001,Manipal Hospital,13.052723,77.679526,23,18,6,21,Low,Clear
H003,Sakra Hospital,13.084405,77.582719,84,13,6,16,Medium,Rainy
H001,Manipal Hospital,12.919667,77.797977,81,68,3,12,Low,Clear
H002,Apollo Hospital,12.933547,77.759816,29,18,9,24,High,Clear
H002,Apollo Hospital,12.92099,77.507772,25,9,7,28,Medium,Rainy
H001,Manipal Hospital,13.069008,77.626709,21,1,3,20,Medium,Foggy
H002,Apollo Hospital,12.893775,77.613314,74,56,8,20,Medium,Clear
H001,Manipal Hospital,12.858668,77.612098,49,4,1,7,Low,Rainy
H003,Sakra Hospital,12.852638,77.578142,33,12,1,21,High,Rainy
H002,Apollo Hospital,13.082876,77.797741,41,34,2,12,High,Foggy
H001,Manipal Hospital,12.958939,77.620129,42,42,5,25,Low,Stormy
H002,Apollo Hospital,13.001755,77.744177,51,4,1,17,Medium,Rainy
H002,Apollo Hospital,13.067152,77.512237,84,58,10,30,Medium,Foggy
H003,Sakra Hospital,12.951273,77.592581,88,75,10,23,Low,Stormy
H001,Manipal Hospital,12.857952,77.772475,47,26,2,1,Low,Foggy
H003,Sakra Hospital,12.91608,77.663474,77,52,0,12,Critical,Rainy
H003,Sakra Hospital,13.08438,77.65856,32,18,4,25,Medium,Rainy
H002,Apollo Hospital,12.948567,77.541927,24,13,3,19,Critical,Stormy
H002,Apollo Hospital,13.038491,77.763762,28,24,3,24,High,Stormy
H003,Sakra Hospital,12.921549,77.504894,85,45,5,20,Low,Rainy
H002,Apollo Hospital,13.04564,77.514588,92,41,0,11,Low,Foggy
H003,Sakra Hospital,12.884127,77.703282,100,19,5,18,Low,Rainy
H003,Sakra Hospital,12.82691,77.603368,46,1,2,9,Low,Rainy
H002,Apollo Hospital,12.983764,77.58701,80,23,3,20,Medium,Foggy
H002,Apollo Hospital,13.02134,77.710378,37,7,10,31,High,Rainy
H001,Manipal Hospital,12.866884,77.547183,67,66,7,12,Low,Stormy
H001,Manipal Hospital,12.925197,77.52067,39,5,9,30,Low,Stormy
H003,Sakra Hospital,12.965801,77.635162,88,79,2,18,Medium,Clear
H001,Manipal Hospital,12.94338,77.734923,62,3,2,22,Low,Foggy
H003,Sakra Hospital,12.852815,77.631277,73,30,4,14,Medium,Rainy
H002,Apollo Hospital,13.012463,77.782402,42,42,5,24,Low,Rainy
H001,Manipal Hospital,12.966091,77.521194,40,40,10,25,Low,Stormy
H003,Sakra Hospital,13.036624,77.54738,57,54,0,19,High,Clear
H001,Manipal Hospital,12.853639,77.620472,72,10,6,14,Low,Foggy
H003,Sakra Hospital,12.849496,77.539449,94,26,9,31,Medium,Clear
H002,Apollo Hospital,12.971608,77.57068,71,49,3,18,Medium,Foggy
H002,Apollo Hospital,13.078105,77.568929,40,26,9,28,High,Clear
H001,Manipal Hospital,13.036752,77.698307,53,38,3,26,Low,Rainy
H003,Sakra Hospital,12.895334,77.506069,22,14,9,23,Low,Rainy
H003,Sakra Hospital,13.07917,77.604458,36,25,5,24,Medium,Rainy
H001,Manipal Hospital,12.938359,77.758191,30,12,0,15,Low,Clear
H003,Sakra Hospital,13.072657,77.752767,22,17,2,13,Low,Stormy
H002,Apollo Hospital,13.004138,77.73861,54,40,3,20,Low,Stormy
H002,Apollo Hospital,12.927339,77.766733,52,12,3,14,High,Stormy
H002,Apollo Hospital,12.908353,77.53608,61,24,9,24,Low,Rainy
H002,Apollo Hospital,13.007795,77.795798,97,72,6,19,High,Rainy
H003,Sakra Hospital,13.091759,77.752142,24,10,7,30,Low,Stormy
H002,Apollo Hospital,12.850436,77.667385,78,60,9,27,Low,Stormy
H001,Manipal Hospital,12.924105,77.764561,99,63,3,19,Medium,Foggy
H003,Sakra Hospital,12.839788,77.546627,40,33,9,28,Critical,Rainy
H003,Sakra Hospital,13.054443,77.62752,77,26,5,17,Critical,Clear
H001,Manipal Hospital,12.959999,77.591903,36,25,1,14,Medium,Rainy
H002,Apollo Hospital,13.027939,77.614479,35,6,6,17,Low,Clear
H002,Apollo Hospital,12.81991,77.626955,64,21,10,19,Low,Clear
H002,Apollo Hospital,13.009867,77.749163,99,17,1,20,Low,Foggy
H002,Apollo Hospital,13.024875,77.786228,86,57,3,14,Medium,Foggy
H003,Sakra Hospital,13.054144,77.501864,96,82,3,13,High,Rainy
H003,Sakra Hospital,12.838437,77.643742,83,77,10,21,Medium,Foggy
H002,Apollo Hospital,12.854732,77.685685,27,8,9,23,High,Foggy
H002,Apollo Hospital,13.086694,77.694051,36,36,5,16,Low,Foggy
H003,Sakra Hospital,12.9492,77.764608,85,41,2,20,High,Stormy
H001,Manipal Hospital,12.96858,77.739641,93,23,8,16,Medium,Rainy
H003,Sakra Hospital,13.034339,77.575925,29,28,8,24,Low,Foggy
H002,Apollo Hospital,13.079654,77.690057,84,39,3,17,Critical,Foggy
H001,Manipal Hospital,12.9917,77.697018,84,84,5,17,Medium,Stormy
H001,Manipal Hospital,12.918022,77.643668,55,3,4,22,High,Clear
H003,Sakra Hospital,13.016613,77.56143,45,13,5,16,Low,Stormy
H002,Apollo Hospital,12.928736,77.735734,88,72,10,16,Low,Rainy
H003,Sakra Hospital,13.000963,77.783013,61,21,2,19,Low,Clear
H002,Apollo Hospital,13.01714,77.592271,90,84,3,11,Low,Rainy
H002,Apollo Hospital,12.916789,77.648364,58,2,7,27,Low,Clear
H001,Manipal Hospital,12.94445,77.702286,27,27,1,12,Low,Rainy
H003,Sakra Hospital,12.915778,77.52765,59,54,4,19,Low,Rainy
H001,Manipal Hospital,12.888622,77.770713,70,10,4,11,Low,Foggy
H001,Manipal Hospital,13.069062,77.742205,43,9,8,20,Low,Stormy
H002,Apollo Hospital,13.036996,77.551725,100,87,8,26,High,Foggy
H001,Manipal Hospital,12.912802,77.627363,70,35,7,22,Low,Stormy
H002,Apollo Hospital,13.001622,77.677257,25,7,5,22,High,Foggy
H001,Manipal Hospital,13.025136,77.697868,45,7,3,15,Low,Stormy
H003,Sakra Hospital,12.865039,77.604298,42,4,0,9,High,Rainy
H001,Manipal Hospital,12.836939,77.653609,28,8,9,19,High,Clear
H002,Apollo Hospital,12.990207,77.701794,52,45,10,32,Critical,Foggy
H001,Manipal Hospital,12.906206,77.509829,97,6,8,20,Low,Stormy
H003,Sakra Hospital,13.069831,77.632847,77,32,2,20,Medium,Stormy
H003,Sakra Hospital,12.834915,77.627615,39,17,6,25,High,Rainy
H003,Sakra Hospital,13.070604,77.586039,65,13,3,17,High,Rainy
H002,Apollo Hospital,12.933528,77.765336,41,9,7,15,Low,Stormy
H002,Apollo Hospital,12.816889,77.687818,68,54,9,27,Low,Stormy
H002,Apollo Hospital,12.9879,77.623432,81,26,2,9,Low,Clear
H002,Apollo Hospital,12.85124,77.61952,51,26,3,14,High,Rainy
H003,Sakra Hospital,13.069817,77.523765,34,5,6,23,Medium,Rainy
H002,Apollo Hospital,12.959283,77.528528,56,16,7,15,Critical,Clear
H002,Apollo Hospital,13.05826,77.711598,78,30,9,21,Low,Foggy
H002,Apollo Hospital,12.817041,77.538127,53,44,8,24,High,Stormy
H003,Sakra Hospital,12.894892,77.643942,51,1,2,12,Medium,Foggy
H003,Sakra Hospital,12.998188,77.726471,91,40,3,11,Low,Stormy
H001,Manipal Hospital,13.095434,77.515353,64,46,7,20,Low,Rainy
H003,Sakra Hospital,13.021763,77.682188,36,3,0,15,Low,Foggy
H002,Apollo Hospital,12.830846,77.624324,70,63,1,13,Low,Rainy
H002,Apollo Hospital,13.07943,77.537146,98,19,5,19,Medium,Stormy
H001,Manipal Hospital,12.82554,77.507028,98,58,2,16,Medium,Clear
H001,Manipal Hospital,13.056719,77.658171,86,54,4,21,Low,Stormy
H002,Apollo Hospital,12.966102,77.758722,98,43,9,22,Low,Clear
H001,Manipal Hospital,12.994104,77.69784,84,10,6,25,Low,Foggy
H001,Manipal Hospital,13.068516,77.711194,86,76,2,19,Medium,Stormy
H002,Apollo Hospital,12.979136,77.515603,63,54,3,16,Low,Rainy
H003,Sakra Hospital,13.098549,77.661501,90,40,6,12,Low,Clear
H002,Apollo Hospital,13.060593,77.563349,34,0,2,17,Low,Stormy
H001,Manipal Hospital,12.935003,77.691643,25,4,4,15,Critical,Foggy
H003,Sakra Hospital,12.860894,77.700738,44,27,4,18,Medium,Rainy
H001,Manipal Hospital,12.878068,77.659883,48,5,1,13,Low,Rainy
H001,Manipal Hospital,13.093212,77.554447,69,11,5,41,Low,Clear
H002,Apollo Hospital,12.807435,77.679407,67,57,7,24,Medium,Clear
H002,Apollo Hospital,12.950078,77.713667,96,80,1,14,Low,Rainy
H003,Sakra Hospital,12.872457,77.546656,72,28,3,6,Medium,Clear
H002,Apollo Hospital,13.025754,77.734264,80,49,3,17,Low,Clear
H002,Apollo Hospital,12.822993,77.576729,48,20,9,21,Medium,Foggy
H003,Sakra Hospital,12.839785,77.581814,34,2,10,18,Low,Clear
H001,Manipal Hospital,13.024307,77.712935,80,36,2,17,Low,Rainy
H001,Manipal Hospital,13.077148,77.573172,73,3,9,14,Low,Stormy
H003,Sakra Hospital,12.922101,77.618541,26,16,7,25,High,Clear
H003,Sakra Hospital,12.948202,77.603332,32,1,9,24,Medium,Clear
H002,Apollo Hospital,13.067023,77.554979,28,17,2,22,High,Clear
H003,Sakra Hospital,12.873345,77.634987,43,27,6,19,Medium,Rainy
H001,Manipal Hospital,13.068758,77.613142,24,11,8,26,Low,Stormy
H001,Manipal Hospital,12.931096,77.617971,58,2,1,18,Low,Foggy
H001,Manipal Hospital,13.036066,77.721909,67,66,9,22,Medium,Clear
H003,Sakra Hospital,12.865621,77.755999,41,24,4,20,Low,Stormy
H003,Sakra Hospital,12.951464,77.736373,52,43,2,17,High,Clear
H001,Manipal Hospital,12.881672,77.595723,28,20,9,22,Low,Foggy
H003,Sakra Hospital,12.895609,77.655055,34,5,1,13,Critical,Clear
H003,Sakra Hospital,13.00468,77.738546,90,39,2,17,High,Stormy
H001,Manipal Hospital,12.983558,77.690772,74,44,10,29,Medium,Clear
H002,Apollo Hospital,12.807806,77.599226,67,8,2,20,Low,Clear
H002,Apollo Hospital,12.828652,77.507109,40,5,2,16,Medium,Clear
H002,Apollo Hospital,13.094013,77.509598,23,17,2,9,Low,Stormy
H002,Apollo Hospital,12.897075,77.726895,91,84,8,27,Low,Stormy
H002,Apollo Hospital,12.999684,77.705038,42,17,1,22,Low,Rainy
H002,Apollo Hospital,12.817112,77.787473,100,10,9,22,Low,Rainy
H002,Apollo Hospital,12.820871,77.581357,89,21,1,19,Low,Rainy
H002,Apollo Hospital,12.871747,77.617198,60,59,8,22,Low,Foggy
H002,Apollo Hospital,12.911632,77.684057,45,5,1,13,Medium,Stormy
H003,Sakra Hospital,12.970707,77.634119,41,19,8,21,High,Clear
H002,Apollo Hospital,13.056184,77.718167,29,6,2,13,Medium,Foggy
H001,Manipal Hospital,13.054298,77.647158,64,20,0,13,Medium,Clear
H002,Apollo Hospital,13.015134,77.646157,27,14,0,18,High,Foggy
H003,Sakra Hospital,13.082121,77.532037,57,0,6,29,Low,Stormy
H002,Apollo Hospital,12.871875,77.681778,97,3,2,20,Low,Clear
H003,Sakra Hospital,12.999505,77.567884,56,54,5,23,Low,Stormy
H001,Manipal Hospital,12.864478,77.576769,40,25,2,14,Medium,Stormy
H001,Manipal Hospital,12.919581,77.624988,96,7,7,13,Medium,Rainy
H001,Manipal Hospital,12.935374,77.736497,33,15,4,18,Low,Stormy
H002,Apollo Hospital,13.053499,77.585598,63,58,0,12,Medium,Foggy
H002,Apollo Hospital,12.926624,77.58117,62,8,3,18,Medium,Foggy
H003,Sakra Hospital,13.04723,77.63667,90,48,10,17,Medium,Clear
H002,Apollo Hospital,12.890128,77.637499,56,24,4,18,Low,Stormy
H001,Manipal Hospital,12.808107,77.555559,44,15,8,12,Medium,Foggy
H003,Sakra Hospital,12.935911,77.773253,93,49,1,8,High,Rainy
H002,Apollo Hospital,12.940604,77.601764,28,16,3,23,Medium,Rainy
H003,Sakra Hospital,13.027937,77.696442,71,43,6,26,Low,Clear
H001,Manipal Hospital,12.813612,77.570242,93,27,6,10,Medium,Clear
H003,Sakra Hospital,12.959446,77.663062,42,29,7,21,Low,Stormy
H002,Apollo Hospital,13.001679,77.608323,70,0,8,25,Low,Clear
H002,Apollo Hospital,12.802294,77.639189,67,9,8,16,Low,Stormy
H002,Apollo Hospital,12.938857,77.713692,55,9,6,22,Low,Stormy
H003,Sakra Hospital,13.07967,77.588418,34,15,1,13,High,Foggy
H002,Apollo Hospital,13.00814,77.565699,51,6,2,18,Low,Rainy
H003,Sakra Hospital,13.06806,77.691455,80,68,9,21,Low,Stormy
H003,Sakra Hospital,12.800306,77.798707,40,20,6,13,Low,Rainy
H002,Apollo Hospital,13.028821,77.708826,97,75,1,13,Low,Rainy
H003,Sakra Hospital,12.913375,77.531003,30,24,1,12,Medium,Foggy
H002,Apollo Hospital,12.960819,77.516682,44,15,0,19,Low,Stormy
H002,Apollo Hospital,13.087531,77.750969,89,77,1,21,Medium,Clear
H002,Apollo Hospital,13.009359,77.716495,74,69,9,17,High,Clear
H001,Manipal Hospital,13.038092,77.60518,61,4,9,26,Low,Rainy
H001,Manipal Hospital,13.003498,77.753784,64,28,9,35,Medium,Stormy
H001,Manipal Hospital,12.843435,77.57593,87,68,0,14,Critical,Clear
H002,Apollo Hospital,13.029963,77.56163,29,0,3,19,Low,Clear
H002,Apollo Hospital,13.034091,77.643884,73,16,1,22,Low,Stormy
H003,Sakra Hospital,13.085514,77.634581,34,22,8,28,Medium,Clear
H002,Apollo Hospital,12.806313,77.525667,32,20,5,15,Medium,Clear
H001,Manipal Hospital,12.845047,77.539153,93,46,2,19,Low,Stormy
H001,Manipal Hospital,13.072128,77.583732,44,30,0,8,High,Rainy
H002,Apollo Hospital,12.805081,77.61115,32,5,1,7,Medium,Foggy
H003,Sakra Hospital,12.829337,77.560329,21,13,3,11,Medium,Foggy
H003,Sakra Hospital,12.99382,77.526866,49,27,9,31,Low,Foggy
H002,Apollo Hospital,12.925551,77.554061,21,21,9,25,Medium,Clear
H002,Apollo Hospital,13.014003,77.661183,76,12,8,35,Low,Rainy
H002,Apollo Hospital,13.010095,77.535705,95,37,6,26,Low,Stormy
H003,Sakra Hospital,12.964025,77.646288,46,46,1,15,Low,Clear
H002,Apollo Hospital,13.094303,77.741271,32,12,8,30,Low,Stormy
H002,Apollo Hospital,12.819309,77.697036,30,18,2,17,Low,Foggy
H002,Apollo Hospital,12.969567,77.705834,100,81,6,18,Low,Stormy
H002,Apollo Hospital,12.941327,77.716061,38,1,7,19,Medium,Clear
H002,Apollo Hospital,12.966753,77.669021,50,23,4,20,High,Stormy
H002,Apollo Hospital,13.027171,77.516836,66,24,8,26,Low,Stormy
H002,Apollo Hospital,12.813745,77.628745,46,33,2,8,Medium,Clear
H003,Sakra Hospital,13.070307,77.659321,89,32,5,32,Medium,Clear
H002,Apollo Hospital,12.810828,77.562581,47,31,4,19,Medium,Clear
H001,Manipal Hospital,13.047845,77.609987,89,68,3,6,Low,Stormy
H003,Sakra Hospital,12.824843,77.754794,36,29,9,30,Low,Foggy
H003,Sakra Hospital,13.065524,77.74317,56,42,7,14,Low,Clear
H003,Sakra Hospital,12.875983,77.531582,54,21,8,30,Medium,Rainy
H001,Manipal Hospital,13.053961,77.697425,38,32,0,13,Low,Foggy
H002,Apollo Hospital,13.089651,77.563213,38,4,4,19,Critical,Foggy
H001,Manipal Hospital,12.830681,77.627783,42,2,5,18,Medium,Clear
H002,Apollo Hospital,12.88547,77.607013,51,18,2,17,Low,Rainy
H003,Sakra Hospital,12.988364,77.511145,68,68,3,26,High,Clear
H001,Manipal Hospital,13.002787,77.722077,33,16,5,26,Medium,Stormy
H002,Apollo Hospital,12.853892,77.523688,23,2,2,20,Medium,Foggy
H002,Apollo Hospital,13.073014,77.661722,21,19,4,16,Medium,Foggy
H001,Manipal Hospital,13.061573,77.572935,37,17,4,22,Medium,Rainy
H001,Manipal Hospital,13.053353,77.764387,30,14,6,16,High,Clear
H003,Sakra Hospital,13.073583,77.548411,27,17,10,26,Medium,Stormy
H001,Manipal Hospital,12.837847,77.634111,57,57,6,15,Low,Stormy
H003,Sakra Hospital,12.831703,77.715034,100,100,2,20,Medium,Stormy
H003,Sakra Hospital,13.073709,77.689072,83,27,2,17,Low,Stormy
